,items,sentiment_score_definition,relevance_score_definition,feed
10,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Polling suggests that defeating 'woke' policies in schools and government is not a priority for most Republican voters"", 'url': 'https://www.businessinsider.com/polling-suggests-woke-school-policies-arent-priority-gop-voters-2023-8', 'time_published': '20230806T175300', 'authors': ['Katie Balevic'], 'summary': ""Defeating 'woke' policies isn't a priority for GOP voters: poll - Business Insider ..."", 'banner_image': None, 'source': 'Business Insider', 'category_within_source': 'GoogleRSS', 'source_domain': 'www.businessinsider.com', 'topics': [{'topic': 'Manufacturing', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.021427, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'NYT', 'relevance_score': '0.175859', 'ticker_sentiment_score': '0.099802', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.088472', 'ticker_sentiment_score': '0.013957', 'ticker_sentiment_label': 'Neutral'}]}"
11,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Disney, UPS earnings, consumer inflation, Cadillac's new Escalade in week ahead"", 'url': 'https://www.foxbusiness.com/markets/disney-ups-earnings-consumer-inflation-gm-week-ahead', 'time_published': '20230806T151115', 'authors': ['Joe Toppe'], 'summary': ""A slew of quarterly earnings will hit Wall Street this week, as well as two key reports on inflation, as investors continue to wrestle with Fitch Ratings' downgrade of U.S. credit worthiness last week and the potential fallout. All three of the major indexes fell last week over 1%."", 'banner_image': 'https://cf-images.us-east-1.prod.boltdns.net/v1/static/854081161001/e71c292d-0477-494c-aec0-fa5966bd2351/8e946783-398e-4d8f-ad87-a78dbda19ab3/1280x720/match/image.jpg', 'source': 'Fox Business News', 'category_within_source': 'n/a', 'source_domain': 'www.foxbusiness.com', 'topics': [{'topic': 'Economy - Monetary', 'relevance_score': '0.838487'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.96136'}, {'topic': 'Technology', 'relevance_score': '0.5'}], 'overall_sentiment_score': -0.021842, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'BABA', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.16874', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BYND', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.151499', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'PARA', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.151499', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'RL', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.16874', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'UBER', 'relevance_score': '0.07423', 'ticker_sentiment_score': '-0.008284', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'RIDE', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TSN', 'relevance_score': '0.147818', 'ticker_sentiment_score': '0.137201', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.07423', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
12,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Are G.O.P. Voters Tiring of the War on 'Wokeness'?"", 'url': 'https://www.nytimes.com/2023/08/06/us/politics/woke-republicans-poll.html', 'time_published': '20230806T090033', 'authors': ['Jonathan Weisman'], 'summary': ""Republican Attacks on 'Woke' Ideology Falling Flat With G.O.P. Voters The New York Times ..."", 'banner_image': 'https://static01.nyt.com/images/2023/08/03/us/politics/00pol-antiwoke/00pol-antiwoke-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'GoogleRSS', 'source_domain': 'www.nytimes.com', 'topics': [{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.019346, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'NYT', 'relevance_score': '0.027635', 'ticker_sentiment_score': '-0.039466', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOX', 'relevance_score': '0.027635', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.027635', 'ticker_sentiment_score': '0.063393', 'ticker_sentiment_label': 'Neutral'}]}"
13,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""DeSantis Not Happy With NBA Players Association's Callout On Political Donation: 'It Appears The NBA Took A Break From Protesting Our Anthem' - Walt Disney  ( NYSE:DIS ) "", 'url': 'https://www.benzinga.com/general/politics/23/08/33583266/desantis-not-happy-with-nba-players-association-callout-on-political-donation-it-appears-the-nb', 'time_published': '20230805T173056', 'authors': ['Chris Katje'], 'summary': 'Florida Governor Ron DeSantis is among the frontrunners in the crowded field of Republican candidates trying to get the GOP nomination in the 2024 election. A donation to a political action committee affiliated with DeSantis is drawing the attention of the National Basketball Association and the ...', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/08/05/ron_desantis.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [], 'overall_sentiment_score': 0.122234, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.160099', 'ticker_sentiment_score': '-0.025999', 'ticker_sentiment_label': 'Neutral'}]}"
14,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Ex-NSA's NATO Warning, Disney Vs. DeSantis And Biden Family Investigation: Week In Politics - Walt Disney  ( NYSE:DIS ) "", 'url': 'https://www.benzinga.com/23/08/33586652/ex-nsas-nato-warning-disney-vs-desantis-and-biden-family-investigation-week-in-politics', 'time_published': '20230805T082514', 'authors': ['Benzinga Neuro'], 'summary': 'This week in politics was marked by a series of high-profile statements and actions that have stirred the political landscape. John Bolton, former National Security Advisor, warned of potential U.S. withdrawal from NATO if Donald Trump returns to the White House.', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/Disney_DeSantis_9.jpeg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.161647'}], 'overall_sentiment_score': -0.123069, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DSSMY', 'relevance_score': '0.146916', 'ticker_sentiment_score': '0.044082', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.218817', 'ticker_sentiment_score': '-0.012308', 'ticker_sentiment_label': 'Neutral'}]}"
15,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""S&P 500 Drops After Fitch Downgrades US Government's Credit Rating; Apple Flunks On iPhone Sales, While Amazon Shares Climb To 12-Month High - Alibaba Gr Holding  ( NYSE:BABA ) , PayPal Holdings  ( NASDAQ:PYPL ) , Sony Group  ( NYSE:SONY ) , Novo Nordisk  ( NYSE:NVO ) , Walt Disney  ( NYSE:DIS ) , Lucid Gr  ( NASDAQ:LCID ) , Fox  ( NASDAQ:FOXA ) , Starbucks  ( NASDAQ:SBUX ) , Qualcomm  ( NASDAQ:QCOM ) , Advanced Micro Devices  ( NASDAQ:AMD ) , Eli Lilly  ( NYSE:LLY ) , United Parcel Service  ( NYSE:UPS ) , Robinhood Markets  ( NASDAQ:HOOD ) , Amazon.com  ( NASDAQ:AMZN ) "", 'url': 'https://www.benzinga.com/government/23/08/33582860/s-p-500-drops-after-fitch-downgrades-us-governments-credit-rating-apple-flunks-on-iphone-sales-while', 'time_published': '20230804T202840', 'authors': ['Natan Ponieman'], 'summary': ""As Treasury yields rose and America's credit rating got a hard blow from Fitch Ratings Inc., the S&P 500 slipped. When yields on Treasury bonds rise, investors lean towards selling their equity assets in favor of bonds, taking down the stock market gauge. The S&P 500 lost 2.3% on a weekly basis."", 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/shutterstock_176534375_0.jpeg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Life Sciences', 'relevance_score': '0.166667'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.166667'}, {'topic': 'Technology', 'relevance_score': '0.166667'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.166667'}, {'topic': 'Financial Markets', 'relevance_score': '0.986714'}, {'topic': 'Manufacturing', 'relevance_score': '0.166667'}, {'topic': 'Earnings', 'relevance_score': '0.993856'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.166667'}], 'overall_sentiment_score': -0.044039, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'BABA', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PYPL', 'relevance_score': '0.10607', 'ticker_sentiment_score': '-0.093324', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AAPL', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.050697', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LCID', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SBUX', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.090783', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'QCOM', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.036144', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'APE', 'relevance_score': '0.053153', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMD', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.036144', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'LLY', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'UPS', 'relevance_score': '0.10607', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'AMZN', 'relevance_score': '0.158519', 'ticker_sentiment_score': '0.16072', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
16,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'The Mouse House is Under Fire Ahead of Earnings', 'url': 'https://moneymorning.com/investing/the-mouse-house-is-under-fire-ahead-of-earnings/', 'time_published': '20230804T192349', 'authors': ['Chris Johnson'], 'summary': 'I sent you a report on my expectations for the Walt Disney Co. ( DIS ) earnings scheduled for next Wednesday. If you missed the report you can check it out right here', 'banner_image': 'https://moneymorning.com/wp-content/blogs.dir/1/files/2018/11/Retina_Headshots_ChrisJohnson.jpg', 'source': 'Money Morning', 'category_within_source': 'GoogleRSS', 'source_domain': 'moneymorning.com', 'topics': [{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Earnings', 'relevance_score': '0.838487'}, {'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.12331, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'GOOG', 'relevance_score': '0.063763', 'ticker_sentiment_score': '0.111085', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.251032', 'ticker_sentiment_score': '0.072639', 'ticker_sentiment_label': 'Neutral'}]}"
17,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""EXCLUSIVE: Gary Vee On SlamBall Investment And Growth Ahead: 'Lot Of Opportunities To Be The Future Of Sports At Scale' - Walt Disney  ( NYSE:DIS ) "", 'url': 'https://www.benzinga.com/general/sports/23/08/33575612/exclusive-gary-vee-on-slamball-investment-and-growth-ahead-lot-of-opportunities-to-be-the-future-o', 'time_published': '20230804T163138', 'authors': ['Chris Katje'], 'summary': 'SlamBall, a sport that combines elements of basketball and football with trampolines, was launched in 2000 and enjoyed a brief period of success. Fans who have been clamoring for its return have finally had their wish granted.', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/08/04/gary_vee_slamball2.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}], 'overall_sentiment_score': 0.316189, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'WBD', 'relevance_score': '0.05234', 'ticker_sentiment_score': '0.076618', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSTK', 'relevance_score': '0.05234', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.104455', 'ticker_sentiment_score': '-0.032761', 'ticker_sentiment_label': 'Neutral'}]}"
18,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'DeSantis Helps Get Diversity, Equity, And Inclusion Banned From Disney World - Walt Disney  ( NYSE:DIS ) ', 'url': 'https://www.benzinga.com/general/entertainment/23/08/33558019/desantis-helps-get-diversity-equity-and-inclusion-banned-from-disney-world', 'time_published': '20230803T204954', 'authors': ['Chris Katje'], 'summary': 'The battle between Florida Governor Ron DeSantis and The Walt Disney Company DIS continues to heat up. A new push from a DeSantis-controlled board has fought off initiatives previously followed by Disney.', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/08/03/disney_desantis.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.161647'}], 'overall_sentiment_score': -0.002419, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.192183', 'ticker_sentiment_score': '0.047853', 'ticker_sentiment_label': 'Neutral'}]}"
19,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Tom Brady Buys Stake In Soccer Team, Joining List Of Celebrities, Athletes With Pro Sports Ownership - Fox  ( NASDAQ:FOX ) , Walt Disney  ( NYSE:DIS ) ', 'url': 'https://www.benzinga.com/news/23/08/33552415/from-football-to-futbol-tom-brady-buys-stake-in-this-team-joining-list-of-celebrities-athletes-with', 'time_published': '20230803T154557', 'authors': ['Chris Katje'], 'summary': 'After 23 seasons in the National Football League and seven Super Bowl victories, legendary quarterback Tom Brady announced his retirement for a second time in February 2023.', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/08/03/shutterstock_2091006637_1.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.266143'}], 'overall_sentiment_score': 0.309239, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'MANU', 'relevance_score': '0.131884', 'ticker_sentiment_score': '0.282844', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOX', 'relevance_score': '0.088147', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.088147', 'ticker_sentiment_score': '0.305631', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
20,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Turkey slams reports Disney+ will scrap 'Ataturk' series"", 'url': 'https://www.aljazeera.com/news/2023/8/2/turkey-slams-reports-disney-will-scrap-ataturk-series', 'time_published': '20230802T202802', 'authors': ['Al Jazeera'], 'summary': 'The Armenian National Committee of America ( ANCA ) called on Disney+ in June to cancel the show, which focused on the founder of the modern Turkish state.', 'banner_image': 'https://www.aljazeera.com/wp-content/uploads/2023/08/2022-01-20T000000Z_399391743_RC203S9TAE54_RTRMADP_3_WALT-DISNEY-RESULTS-1691004663.jpg?resize=770%2C513&quality=80', 'source': 'Al Jareeza', 'category_within_source': 'n/a', 'source_domain': 'www.aljazeera.com', 'topics': [], 'overall_sentiment_score': -0.121948, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.076602', 'ticker_sentiment_score': '0.05254', 'ticker_sentiment_label': 'Neutral'}]}"
21,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Disney District, Now Under DeSantis's Control, Ends Its D.E.I. Programs"", 'url': 'https://www.nytimes.com/2023/08/01/us/disney-world-dei-programs-desantis-florida.html', 'time_published': '20230802T001901', 'authors': ['Anna Betts'], 'summary': ""The special district that governs the Walt Disney World Resort in Florida announced on Tuesday that it was ending its diversity, equity and inclusion programs, a decision that is firmly in line with Gov. Ron DeSantis's efforts to limit such measures in areas like higher education."", 'banner_image': 'https://static01.nyt.com/images/2023/08/01/multimedia/01nat-disney-kglz/01nat-disney-kglz-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'GoogleRSS', 'source_domain': 'www.nytimes.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.161647'}], 'overall_sentiment_score': -0.076516, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.050786', 'ticker_sentiment_score': '0.014964', 'ticker_sentiment_label': 'Neutral'}]}"
22,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Disney Plus: Everything you need to know about the on-demand streaming service', 'url': 'https://www.businessinsider.com/guides/tech/disney-plus', 'time_published': '20230801T193100', 'authors': ['Sarah Saril', 'Steven Cohen', 'Kevin Webb'], 'summary': 'Disney Plus: How to sign up for it and what to watch - Business Insider ...', 'banner_image': None, 'source': 'Business Insider', 'category_within_source': 'GoogleRSS', 'source_domain': 'www.businessinsider.com', 'topics': [{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.242859, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'NFLX', 'relevance_score': '0.047892', 'ticker_sentiment_score': '0.145534', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IMAX', 'relevance_score': '0.023957', 'ticker_sentiment_score': '0.101014', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'ROKU', 'relevance_score': '0.095612', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.023957', 'ticker_sentiment_score': '0.027232', 'ticker_sentiment_label': 'Neutral'}]}"
23,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""DeSantis' 'War on Woke' Backfires As Disney Ends $1 Billion Spending in Florida - Controversial Policies Spur Convention Cancellations, Tourism Downturn, and Struggles for Local Businesses"", 'url': 'https://www.benzinga.com/news/23/08/33497381/desantis-war-on-woke-backfires-as-disney-ends-1-billion-spending-in-florida-controversial-policies-s', 'time_published': '20230801T150312', 'authors': ['Jeannine Mancini'], 'summary': ""Florida Gov. Ron DeSantis's war against The Walt Disney Co. has impacted the state's biggest tourism attraction and is leading to a broader backlash that could seriously hurt the state's economy."", 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/Disney_DeSantis_8.jpeg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}], 'overall_sentiment_score': 0.033966, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'ABNB', 'relevance_score': '0.119532', 'ticker_sentiment_score': '0.123301', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.059935', 'ticker_sentiment_score': '-0.109512', 'ticker_sentiment_label': 'Neutral'}]}"
24,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Trump-endorsed 'Sound of Freedom' has outgrossed 'Mission: Impossible,' 'The Flash'"", 'url': 'https://www.cnbc.com/2023/08/01/sound-of-freedom-outgrosses-mission-impossible-the-flash.html', 'time_published': '20230801T122740', 'authors': ['Sarah Whitten'], 'summary': 'Angel Studios\' ""Sound of Freedom"" has generated nearly $150 million at the domestic box office since its early July debut, topping some Hollywood heavyweights.', 'banner_image': 'https://image.cnbcfm.com/api/v1/image/107279584-1690849050834-sound_of_freedom.PNG?v=1690892860&w=1920&h=1080', 'source': 'CNBC', 'category_within_source': 'Top News', 'source_domain': 'www.cnbc.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.204189, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'SCOR', 'relevance_score': '0.097655', 'ticker_sentiment_score': '0.031241', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.048919', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.048919', 'ticker_sentiment_score': '0.116044', 'ticker_sentiment_label': 'Neutral'}]}"
25,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'The Zacks Analyst Blog Highlights Walt Disney, The Boeing, General Electric, Lam Research and America Movil', 'url': 'https://www.zacks.com/stock/news/2129786/the-zacks-analyst-blog-highlights-walt-disney-the-boeing-general-electric-lam-research-and-america-movil', 'time_published': '20230731T105300', 'authors': ['Zacks Equity Research'], 'summary': 'Walt Disney, The Boeing, General Electric, Lam Research and America Movil are part of the Zacks top Analyst Blog.', 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/cf/75.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.265986, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'LRCX', 'relevance_score': '0.136113', 'ticker_sentiment_score': '0.032276', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GE', 'relevance_score': '0.507107', 'ticker_sentiment_score': '0.321539', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BA', 'relevance_score': '0.451494', 'ticker_sentiment_score': '0.127608', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.136113', 'ticker_sentiment_score': '0.032276', 'ticker_sentiment_label': 'Neutral'}]}"
26,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""TOUR DE TURTLES CELEBRATES SEA TURTLES, SUPERNATURAL AND SCIENCE AT DISNEY'S VERO BEACH ... - PR Newswire"", 'url': 'https://www.prnewswire.com/news-releases/tour-de-turtles-celebrates-sea-turtles-supernatural-and-science-at-disneys-vero-beach-resort-301889061.html', 'time_published': '20230731T100000', 'authors': [], 'summary': ""TOUR DE TURTLES CELEBRATES SEA TURTLES, SUPERNATURAL AND SCIENCE AT DISNEY'S VERO BEACH ... PR ..."", 'banner_image': None, 'source': 'PR Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.prnewswire.com', 'topics': [], 'overall_sentiment_score': 0.217254, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.042271', 'ticker_sentiment_score': '0.099619', 'ticker_sentiment_label': 'Neutral'}]}"
